,Name,Year,NOC,Sport,Sex,isHost,TeamNum,AvgGoldRate,AvgMedalRate,LastMedal,Medal,gold,total_medal
223201,Jael Bestue,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223202,Jael Bestue,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223203,Barbara Camblor,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223204,Inaki Canal,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223205,Ibrahim Chakir,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223206,Antia Chamosa,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223207,Fatima Diame,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223208,Alejandro Diaz,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,Gold,0,0
223209,Tessy Ebosele,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223210,Ignacio Fontes,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223211,Marta Garcia,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223212,Samuel Garcia,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223213,Laura Garcia-caro,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223214,Diego Garcia,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223215,Paula Garcia,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223216,Mario Garcia,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223217,David Garcia,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223218,Raquel Gonzalez,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223219,Esther Guerrero,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223220,Manuel Guijarro,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223221,Blanca Hervas,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223222,Oscar Husillos,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223223,Lorea Ibarzabal,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223224,Enrique Llopis,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223225,Angel Lopez,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223226,Majida Maayouf,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223227,Lorena Martin,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223228,Alvaro Martin,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,Bronze,0,0
223229,Alvaro Martin,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,Gold,0,0
223230,Asier Martinez,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223231,McGRATH Paul,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223232,Adel Mechaal,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223233,Adel Mechaal,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223234,Sonia Molina-prados,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223235,Cristina Montesinos,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223236,Cristina Montesinos,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223237,Agueda Marques,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223238,Esther Navarrete,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223239,Esther Navero,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223240,Thierry Ndikumwenayo,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223241,Thierry Ndikumwenayo,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223242,Tariku Novales,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223243,Abdessamad Oukhelfen,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223244,Herminia Parra,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223245,Ana Peleteiro-compaore,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223246,Maria Perez,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,Silver,0,0
223247,Maria Perez,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,Gold,0,0
223248,Marta Perez,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223249,Isabel Perez,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223250,Carolina Robles,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223251,Yago Rojo,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223252,Irene Sanchez-escribano,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223253,Eva Santidrian,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223254,Berta Segura,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223255,Paula Sevilla,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223256,Meritxell Soler,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223257,Belen Toimil,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223258,Jorge Urena,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223259,Yulenmis Aguilar,2028,ESP,ATH,F,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223260,Josue Canales,2028,ESP,ATH,M,0,66,0.024390243902439025,0.04878048780487805,No medal,No medal,0,0
223261,Alex Aranburu,2028,ESP,CRD,M,0,7,0.0,0.0,No medal,No medal,0,0
223262,Juan Ayuso,2028,ESP,CRD,M,0,7,0.0,0.0,No medal,No medal,0,0
223263,Mireia Benito,2028,ESP,CRD,F,0,7,0.0,0.0,No medal,No medal,0,0
223264,Mireia Benito,2028,ESP,CRD,F,0,7,0.0,0.0,No medal,No medal,0,0
223265,Victoria Garcia,2028,ESP,CRD,F,0,7,0.0,0.0,No medal,No medal,0,0
223266,Oier Lazkano,2028,ESP,CRD,M,0,7,0.0,0.0,No medal,No medal,0,0
223267,Oier Lazkano,2028,ESP,CRD,M,0,7,0.0,0.0,No medal,No medal,0,0
223268,Sebastian Mora,2028,ESP,CTR,M,0,4,0.0,0.0,No medal,No medal,0,0
223269,Sebastian Mora,2028,ESP,CTR,M,0,4,0.0,0.0,No medal,No medal,0,0
223270,Albert Torres,2028,ESP,CTR,M,0,4,0.0,0.0,No medal,No medal,0,0
223271,Albert Torres,2028,ESP,CTR,M,0,4,0.0,0.0,No medal,No medal,0,0
223272,Jofre Cullell,2028,ESP,MTB,M,0,2,0.0,0.2,No medal,No medal,0,0
223273,David Valero,2028,ESP,MTB,M,0,2,0.0,0.2,Bronze,No medal,0,0
223274,Patricia Alvarez,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223275,Constanza Amundson,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223276,Laura Barrios,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223277,Sara Barrios,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223278,Begona Garcia,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223279,Xantal Gine,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223280,Belen Iglesias,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223281,Lucia Jimenez,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223282,Maria Lopez,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223283,Blanca Perez,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223284,Clara Perez,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223285,Beatriz Perez,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223286,Lola Riera,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223287,Marta Segu,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223288,Julia Strappato,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223289,Alejandra Torres-quevedo,2028,ESP,HOC,F,0,34,0.0,0.0,No medal,No medal,0,0
223290,Alejandro Alonso,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223291,Maria Basterra,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223292,Jordi Bonastre,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223293,Luis Calzado,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223294,Gerard Clapes,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223295,Pepe Cunill,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223296,de Eduard,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223297,Bruno Font,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223298,Xavier Gispert,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223299,Alvaro Iglesias,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223300,Borja Lacalle,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223301,Joaquin Menini,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223302,Marc Miralles,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223303,Marc Recasens,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223304,Marc Reyne,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223305,Ignacio Rodriguez,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223306,Rafael Vilallonga,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223307,Marc Vizcaino,2028,ESP,HOC,M,0,34,0.0,0.0,No medal,No medal,0,0
223314,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223315,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223316,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223317,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223318,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223319,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223320,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223321,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223322,Nestor Abad,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223323,Laura Casabuena,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223324,Laura Casabuena,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223325,Laura Casabuena,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223326,Laura Casabuena,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223327,Laura Casabuena,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223328,Laura Casabuena,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223329,Thierno Diallo,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223330,Thierno Diallo,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223331,Thierno Diallo,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223332,Thierno Diallo,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223333,Thierno Diallo,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223334,Thierno Diallo,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223335,Thierno Diallo,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223336,Thierno Diallo,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223337,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223338,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223339,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223340,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223341,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223342,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223343,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223344,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223345,Nicolau Mir,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223346,Ana Perez,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223347,Ana Perez,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223348,Ana Perez,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223349,Ana Perez,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223350,Ana Perez,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223351,Ana Perez,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223352,Alba Petisco,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223353,Alba Petisco,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223354,Alba Petisco,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223355,Alba Petisco,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223356,Alba Petisco,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223357,Alba Petisco,2028,ESP,GAR,F,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223358,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223359,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223360,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223361,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223362,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223363,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223364,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223365,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223366,Joel Plata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,No medal,No medal,0,0
223367,Rayderley Zapata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,Silver,No medal,0,0
223368,Rayderley Zapata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,Silver,No medal,0,0
223369,Rayderley Zapata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,Silver,No medal,0,0
223370,Rayderley Zapata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,Silver,No medal,0,0
223371,Rayderley Zapata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,Silver,No medal,0,0
223372,Rayderley Zapata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,Silver,No medal,0,0
223373,Rayderley Zapata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,Silver,No medal,0,0
223374,Rayderley Zapata,2028,ESP,GAR,M,0,61,0.0,0.008403361344537815,Silver,No medal,0,0
223375,Ana Arnau,2028,ESP,GRY,F,0,7,0.0,0.0,No medal,No medal,0,0
223376,Alba Bautista,2028,ESP,GRY,F,0,7,0.0,0.0,No medal,No medal,0,0
223377,Polina Berezina,2028,ESP,GRY,F,0,7,0.0,0.0,No medal,No medal,0,0
223378,Ines Bergua,2028,ESP,GRY,F,0,7,0.0,0.0,No medal,No medal,0,0
223379,Mireia Martinez,2028,ESP,GRY,F,0,7,0.0,0.0,No medal,No medal,0,0
223380,Patricia Perez,2028,ESP,GRY,F,0,7,0.0,0.0,No medal,No medal,0,0
223381,Salma Solaun,2028,ESP,GRY,F,0,7,0.0,0.0,No medal,No medal,0,0
223382,Noemi Romero,2028,ESP,GTR,F,0,2,0.0,0.0,No medal,No medal,0,0
223383,David Vega,2028,ESP,GTR,M,0,2,0.0,0.0,No medal,No medal,0,0
223384,Miriam Casillas,2028,ESP,TRI,F,0,5,0.0,0.0,No medal,No medal,0,0
223385,Anna Godoy,2028,ESP,TRI,F,0,5,0.0,0.0,No medal,No medal,0,0
223386,Alberto Gonzalez,2028,ESP,TRI,M,0,5,0.0,0.0,No medal,No medal,0,0
223387,Roberto Sanchez,2028,ESP,TRI,M,0,5,0.0,0.0,No medal,No medal,0,0
223388,Antonio Serrat,2028,ESP,TRI,M,0,5,0.0,0.0,No medal,No medal,0,0
223389,Alex Baena,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223390,Pablo Barrios,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223391,Adrian Bernabe,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223392,Sergio Camello,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223393,Pau Cubarsi,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223394,Eric Garcia,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,Silver,Gold,0,0
223395,Joan Garcia,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223396,Sergio Gomez,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223397,Miguel Gutierrez,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223398,Alejandro Iturbe,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223399,Fermin Lopez,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223400,Diego Lopez,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223401,Juan Miranda,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,Silver,Gold,0,0
223402,Cristhian Mosquera,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223403,Samu Omorodion,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223404,Aimar Oroz,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223405,Jon Pacheco,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223406,Marc Pubill,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223407,Abel Ruiz,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223408,Juanlu Sanchez,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223409,Arnau Tenas,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223410,Benat Turrientes,2028,ESP,FBL,M,0,44,0.3333333333333333,0.6666666666666666,No medal,Gold,0,0
223411,Teresa Abelleira,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223412,Laia Aleixandri,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223413,Ona Batlle,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223414,Aitana Bonmati,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223415,Mariona Caldentey,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223416,Olga Carmona,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223417,Laia Codina,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223418,Cata Coll,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223419,del Athenea,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223420,Lucia Garcia,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223421,Patri Guijarro,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223422,Jennifer Hermoso,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223423,Oihane Hernandez,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223424,Elene Lete,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223425,Vicky Lopez,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223426,Maria Mendez,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223427,Eva Navarro,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223428,Salma Paralluelo,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223429,Irene Paredes,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223430,Alexia Putellas,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223431,Alba Redondo,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223432,Misa Rodriguez,2028,ESP,FBL,F,0,44,0.3333333333333333,0.6666666666666666,No medal,No medal,0,0
223433,Laura Heredia,2028,ESP,MPN,F,0,1,0.0,0.0,No medal,No medal,0,0
223434,Paula Arcos,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223435,Eugenia Arderius,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223436,Alexandrina Cabral,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223437,Carmen Campos,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223438,Mercedes Castellanos,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223439,Maitane Echeverria,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223440,Alicia Fernandez,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223441,Kaba Gassama,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223442,Mireya Gonzalez,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223443,Lara Gonzalez,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223444,Maria Gutierrez,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223445,Marta Lopez,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223446,Soledad Lopez,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223447,Maria Prieto,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223448,Lysa Tchaptchet,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223449,Nicole Wiggins,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223450,Darly Zoqbi,2028,ESP,HBL,F,0,33,0.0,0.484375,No medal,No medal,0,0
223451,Agustin Casado,2028,ESP,HBL,M,0,33,0.0,0.484375,No medal,Bronze,0,0
223452,Petar Cikusa,2028,ESP,HBL,M,0,33,0.0,0.484375,No medal,No medal,0,0
223453,Rodrigo Corrales,2028,ESP,HBL,M,0,33,0.0,0.484375,Bronze,Bronze,0,0
223454,Alex Dujshebaev,2028,ESP,HBL,M,0,33,0.0,0.484375,Bronze,Bronze,0,0
223455,Daniel Dujshebaev,2028,ESP,HBL,M,0,33,0.0,0.484375,No medal,Bronze,0,0
223456,Daniel Fernandez,2028,ESP,HBL,M,0,33,0.0,0.484375,No medal,Bronze,0,0
223457,Adrian Figueras,2028,ESP,HBL,M,0,33,0.0,0.484375,Bronze,Bronze,0,0
223458,Imanol Garciandia,2028,ESP,HBL,M,0,33,0.0,0.484375,No medal,Bronze,0,0
223459,Aleix Gomez,2028,ESP,HBL,M,0,33,0.0,0.484375,Bronze,Bronze,0,0
223460,Jorge Maqueda,2028,ESP,HBL,M,0,33,0.0,0.484375,Bronze,Bronze,0,0
223461,Kauldi Odriozola,2028,ESP,HBL,M,0,33,0.0,0.484375,No medal,Bronze,0,0
223462,Gonzalo Perez,2028,ESP,HBL,M,0,33,0.0,0.484375,Bronze,Bronze,0,0
