,year,country,is_host,gold,silver,bronze,total_medal
1449,1956,ISL,0,0,1,0,1
1450,1956,ASA,0,0,0,0,0
1451,1956,SAM,0,0,0,0,0
1452,1956,RWA,0,0,0,0,0
1453,1956,CRO,0,0,0,0,0
1454,1956,DMA,0,0,0,0,0
1455,1956,HAI,0,0,0,0,0
1456,1956,MLT,0,0,0,0,0
1457,1956,CYP,0,0,0,0,0
1458,1956,BIZ,0,0,0,0,0
1459,1956,YMD,0,0,0,0,0
1460,1956,THA,0,0,0,0,0
1461,1956,BER,0,0,0,0,0
1462,1956,ANZ,0,0,0,0,0
1463,1956,SCG,0,0,0,0,0
1464,1956,SLE,0,0,0,0,0
1465,1956,PNG,0,0,0,0,0
1466,1956,YEM,0,0,0,0,0
1467,1956,TLS,0,0,0,0,0
1468,1956,OMA,0,0,0,0,0
1469,1956,FIJ,0,0,0,0,0
1470,1956,VAN,0,0,0,0,0
1471,1956,MDA,0,0,0,0,0
1472,1956,BAH,0,0,0,1,1
1473,1956,GUA,0,0,0,0,0
1474,1956,YUG,0,0,3,0,3
1475,1956,LAT,0,0,0,0,0
1476,1956,SRB,0,0,0,0,0
1477,1956,IVB,0,0,0,0,0
1478,1956,MOZ,0,0,0,0,0
1479,1956,ISV,0,0,0,0,0
1480,1956,CAF,0,0,0,0,0
1481,1956,MAD,0,0,0,0,0
1482,1956,BIH,0,0,0,0,0
1483,1956,GUM,0,0,0,0,0
1484,1956,CAY,0,0,0,0,0
1485,1956,SVK,0,0,0,0,0
1486,1956,BAR,0,0,0,0,0
1487,1956,GBS,0,0,0,0,0
1488,1956,COD,0,0,0,0,0
1489,1956,GAB,0,0,0,0,0
1490,1956,SMR,0,0,0,0,0
1491,1956,LAO,0,0,0,0,0
1492,1956,BOT,0,0,0,0,0
1493,1956,ROT,0,0,0,0,0
1494,1956,KOR,0,0,1,1,2
1495,1956,CAM,0,0,0,0,0
1496,1956,PRK,0,0,0,0,0
1497,1956,SOL,0,0,0,0,0
1498,1956,SEN,0,0,0,0,0
1499,1956,CPV,0,0,0,0,0
1500,1956,GEQ,0,0,0,0,0
1501,1956,BOL,0,0,0,0,0
1502,1956,SAA,0,0,0,0,0
1503,1956,ANT,0,0,0,0,0
1504,1956,AND,0,0,0,0,0
1505,1956,ZIM,0,0,0,0,0
1506,1956,GRN,0,0,0,0,0
1507,1956,HKG,0,0,0,0,0
1508,1956,LCA,0,0,0,0,0
1509,1956,FSM,0,0,0,0,0
1510,1956,MYA,0,0,0,0,0
1511,1956,MAW,0,0,0,0,0
1512,1956,ZAM,0,0,0,0,0
1513,1956,TPE,0,0,0,0,0
1514,1956,STP,0,0,0,0,0
1515,1956,MKD,0,0,0,0,0
1516,1956,BOH,0,0,0,0,0
1517,1956,LIE,0,0,0,0,0
1518,1956,MNE,0,0,0,0,0
1519,1956,GAM,0,0,0,0,0
1520,1956,ALB,0,0,0,0,0
1521,1956,WIF,0,0,0,0,0
1522,1956,SWZ,0,0,0,0,0
1523,1956,NBO,0,0,0,0,0
1524,1956,BDI,0,0,0,0,0
1525,1956,ARU,0,0,0,0,0
1526,1956,NRU,0,0,0,0,0
1527,1956,VIE,0,0,0,0,0
1528,1956,BHU,0,0,0,0,0
1529,1956,MHL,0,0,0,0,0
1530,1956,KIR,0,0,0,0,0
1531,1956,UNK,0,0,0,0,0
1532,1956,TUV,0,0,0,0,0
1533,1956,TGA,0,0,0,0,0
1534,1956,NFL,0,0,0,0,0
1535,1956,KOS,0,0,0,0,0
1536,1956,SSD,0,0,0,0,0
1537,1956,LES,0,0,0,0,0
1538,1956,EOR,0,0,0,0,0
1539,1956,AIN,0,0,0,0,0
1540,1960,CHN,0,0,0,0,0
1541,1960,DEN,0,2,3,1,6
1542,1960,NED,0,0,1,2,3
1543,1960,FIN,0,1,1,3,5
1544,1960,NOR,0,1,0,0,1
1545,1960,ROU,0,3,1,6,10
1546,1960,EST,0,0,0,0,0
1547,1960,FRA,0,0,2,3,5
1548,1960,MAR,0,0,1,0,1
1549,1960,ESP,0,0,0,1,1
1550,1960,EGY,0,0,1,1,2
1551,1960,IRI,0,0,1,3,4
1552,1960,BUL,0,1,3,3,7
1553,1960,ITA,1,13,10,13,36
1554,1960,CHA,0,0,0,0,0
1555,1960,AZE,0,0,0,0,0
1556,1960,SUD,0,0,0,0,0
1557,1960,RUS,0,0,0,0,0
1558,1960,ARG,0,0,1,1,2
1559,1960,CUB,0,0,0,0,0
1560,1960,BLR,0,0,0,0,0
1561,1960,GRE,0,1,0,0,1
1562,1960,CMR,0,0,0,0,0
1563,1960,TUR,0,7,2,0,9
1564,1960,CHI,0,0,0,0,0
1565,1960,MEX,0,0,0,1,1
1566,1960,USA,0,34,21,16,71
1567,1960,URS,0,43,29,31,103
1568,1960,NCA,0,0,0,0,0
1569,1960,HUN,0,6,8,7,21
1570,1960,NGR,0,0,0,0,0
1571,1960,ALG,0,0,0,0,0
1572,1960,KUW,0,0,0,0,0
1573,1960,BRN,0,0,0,0,0
1574,1960,PAK,0,1,0,1,2
1575,1960,IRQ,0,0,0,1,1
1576,1960,LBN,0,0,0,0,0
1577,1960,QAT,0,0,0,0,0
1578,1960,MAS,0,0,0,0,0
1579,1960,GER,0,0,0,0,0
1580,1960,CAN,0,0,1,0,1
1581,1960,IRL,0,0,0,0,0
1582,1960,AUS,0,8,8,6,22
1583,1960,RSA,0,0,1,2,3
1584,1960,ERI,0,0,0,0,0
1585,1960,TAN,0,0,0,0,0
1586,1960,JOR,0,0,0,0,0
1587,1960,TUN,0,0,0,0,0
1588,1960,LBA,0,0,0,0,0
1589,1960,BEL,0,0,2,2,4
1590,1960,DJI,0,0,0,0,0
1591,1960,PLE,0,0,0,0,0
1592,1960,COM,0,0,0,0,0
1593,1960,KAZ,0,0,0,0,0
1594,1960,BRU,0,0,0,0,0
1595,1960,IND,0,0,1,0,1
1596,1960,KSA,0,0,0,0,0
1597,1960,SYR,0,0,0,0,0
1598,1960,MDV,0,0,0,0,0
1599,1960,ETH,0,1,0,0,1
1600,1960,UAE,0,0,0,0,0
1601,1960,YAR,0,0,0,0,0
1602,1960,INA,0,0,0,0,0
1603,1960,PHI,0,0,0,0,0
1604,1960,SGP,0,0,1,0,1
1605,1960,UZB,0,0,0,0,0
1606,1960,KGZ,0,0,0,0,0
1607,1960,TJK,0,0,0,0,0
1608,1960,EUN,0,0,0,0,0
1609,1960,JPN,0,4,7,7,18
1610,1960,CGO,0,0,0,0,0
1611,1960,SUI,0,0,3,3,6
1612,1960,BRA,0,0,0,2,2
1613,1960,GDR,0,0,0,0,0
1614,1960,MGL,0,0,0,0,0
1615,1960,ISR,0,0,0,0,0
1616,1960,URU,0,0,0,0,0
1617,1960,SWE,0,1,2,3,6
1618,1960,SRI,0,0,0,0,0
1619,1960,ARM,0,0,0,0,0
1620,1960,CIV,0,0,0,0,0
1621,1960,KEN,0,0,0,0,0
1622,1960,BEN,0,0,0,0,0
1623,1960,GBR,0,2,6,12,20
1624,1960,GHA,0,0,1,0,1
1625,1960,SOM,0,0,0,0,0
1626,1960,MLI,0,0,0,0,0
1627,1960,AFG,0,0,0,0,0
1628,1960,POL,0,4,6,11,21
1629,1960,CRC,0,0,0,0,0
1630,1960,PAN,0,0,0,0,0
1631,1960,GEO,0,0,0,0,0
1632,1960,SLO,0,0,0,0,0
1633,1960,GUY,0,0,0,0,0
1634,1960,NZL,0,2,0,1,3
1635,1960,POR,0,0,1,0,1
1636,1960,PAR,0,0,0,0,0
1637,1960,ANG,0,0,0,0,0
1638,1960,VEN,0,0,0,1,1
1639,1960,COL,0,0,0,0,0
1640,1960,FRG,0,0,0,0,0
1641,1960,BAN,0,0,0,0,0
1642,1960,PER,0,0,0,0,0
1643,1960,ESA,0,0,0,0,0
1644,1960,PUR,0,0,0,0,0
1645,1960,UGA,0,0,0,0,0
1646,1960,HON,0,0,0,0,0
1647,1960,ECU,0,0,0,0,0
1648,1960,TKM,0,0,0,0,0
1649,1960,MRI,0,0,0,0,0
1650,1960,SEY,0,0,0,0,0
1651,1960,CZE,0,0,0,0,0
1652,1960,LUX,0,0,0,0,0
1653,1960,MTN,0,0,0,0,0
1654,1960,SKN,0,0,0,0,0
1655,1960,TTO,0,0,0,0,0
1656,1960,DOM,0,0,0,0,0
1657,1960,VIN,0,0,0,0,0
1658,1960,JAM,0,0,0,0,0
1659,1960,LBR,0,0,0,0,0
1660,1960,SUR,0,0,0,0,0
1661,1960,NEP,0,0,0,0,0
1662,1960,AUT,0,1,1,0,2
1663,1960,PLW,0,0,0,0,0
1664,1960,LTU,0,0,0,0,0
1665,1960,TOG,0,0,0,0,0
1666,1960,NAM,0,0,0,0,0
1667,1960,AHO,0,0,0,0,0
1668,1960,UKR,0,0,0,0,0
1669,1960,ISL,0,0,0,0,0
1670,1960,ASA,0,0,0,0,0
1671,1960,SAM,0,0,0,0,0
1672,1960,RWA,0,0,0,0,0
1673,1960,CRO,0,0,0,0,0
1674,1960,DMA,0,0,0,0,0
1675,1960,HAI,0,0,0,0,0
1676,1960,MLT,0,0,0,0,0
1677,1960,CYP,0,0,0,0,0
1678,1960,BIZ,0,0,0,0,0
1679,1960,YMD,0,0,0,0,0
1680,1960,THA,0,0,0,0,0
1681,1960,BER,0,0,0,0,0
1682,1960,ANZ,0,0,0,0,0
1683,1960,SCG,0,0,0,0,0
1684,1960,SLE,0,0,0,0,0
1685,1960,PNG,0,0,0,0,0
1686,1960,YEM,0,0,0,0,0
1687,1960,TLS,0,0,0,0,0
1688,1960,OMA,0,0,0,0,0
1689,1960,FIJ,0,0,0,0,0
1690,1960,VAN,0,0,0,0,0
1691,1960,MDA,0,0,0,0,0
1692,1960,BAH,0,0,0,0,0
1693,1960,GUA,0,0,0,0,0
1694,1960,YUG,0,1,1,0,2
1695,1960,LAT,0,0,0,0,0
1696,1960,SRB,0,0,0,0,0
1697,1960,IVB,0,0,0,0,0
1698,1960,MOZ,0,0,0,0,0
1699,1960,ISV,0,0,0,0,0
1700,1960,CAF,0,0,0,0,0
1701,1960,MAD,0,0,0,0,0
1702,1960,BIH,0,0,0,0,0
1703,1960,GUM,0,0,0,0,0
1704,1960,CAY,0,0,0,0,0
1705,1960,SVK,0,0,0,0,0
1706,1960,BAR,0,0,0,0,0
1707,1960,GBS,0,0,0,0,0
1708,1960,COD,0,0,0,0,0
1709,1960,GAB,0,0,0,0,0
1710,1960,SMR,0,0,0,0,0
1711,1960,LAO,0,0,0,0,0
1712,1960,BOT,0,0,0,0,0
1713,1960,ROT,0,0,0,0,0
1714,1960,KOR,0,0,0,0,0
1715,1960,CAM,0,0,0,0,0
1716,1960,PRK,0,0,0,0,0
1717,1960,SOL,0,0,0,0,0
1718,1960,SEN,0,0,0,0,0
1719,1960,CPV,0,0,0,0,0
1720,1960,GEQ,0,0,0,0,0
1721,1960,BOL,0,0,0,0,0
1722,1960,SAA,0,0,0,0,0
1723,1960,ANT,0,0,0,0,0
1724,1960,AND,0,0,0,0,0
1725,1960,ZIM,0,0,0,0,0
1726,1960,GRN,0,0,0,0,0
1727,1960,HKG,0,0,0,0,0
1728,1960,LCA,0,0,0,0,0
1729,1960,FSM,0,0,0,0,0
1730,1960,MYA,0,0,0,0,0
1731,1960,MAW,0,0,0,0,0
1732,1960,ZAM,0,0,0,0,0
1733,1960,TPE,0,0,1,0,1
1734,1960,STP,0,0,0,0,0
1735,1960,MKD,0,0,0,0,0
1736,1960,BOH,0,0,0,0,0
1737,1960,LIE,0,0,0,0,0
1738,1960,MNE,0,0,0,0,0
1739,1960,GAM,0,0,0,0,0
1740,1960,ALB,0,0,0,0,0
1741,1960,WIF,0,0,0,0,0
1742,1960,SWZ,0,0,0,0,0
1743,1960,NBO,0,0,0,0,0
1744,1960,BDI,0,0,0,0,0
1745,1960,ARU,0,0,0,0,0
1746,1960,NRU,0,0,0,0,0
1747,1960,VIE,0,0,0,0,0
1748,1960,BHU,0,0,0,0,0
1749,1960,MHL,0,0,0,0,0
1750,1960,KIR,0,0,0,0,0
1751,1960,UNK,0,0,0,0,0
1752,1960,TUV,0,0,0,0,0
1753,1960,TGA,0,0,0,0,0
1754,1960,NFL,0,0,0,0,0
1755,1960,KOS,0,0,0,0,0
1756,1960,SSD,0,0,0,0,0
1757,1960,LES,0,0,0,0,0
1758,1960,EOR,0,0,0,0,0
1759,1960,AIN,0,0,0,0,0
1760,1964,CHN,0,0,0,0,0
1761,1964,DEN,0,2,1,3,6
1762,1964,NED,0,2,4,4,10
1763,1964,FIN,0,3,0,2,5
1764,1964,NOR,0,0,0,0,0
1765,1964,ROU,0,2,4,6,12
1766,1964,EST,0,0,0,0,0
1767,1964,FRA,0,1,8,6,15
1768,1964,MAR,0,0,0,0,0
1769,1964,ESP,0,0,0,0,0
1770,1964,EGY,0,0,0,0,0
1771,1964,IRI,0,0,0,2,2
1772,1964,BUL,0,3,5,2,10
1773,1964,ITA,0,10,10,7,27
1774,1964,CHA,0,0,0,0,0
1775,1964,AZE,0,0,0,0,0
1776,1964,SUD,0,0,0,0,0
1777,1964,RUS,0,0,0,0,0
1778,1964,ARG,0,0,1,0,1
1779,1964,CUB,0,0,1,0,1
1780,1964,BLR,0,0,0,0,0
1781,1964,GRE,0,0,0,0,0
1782,1964,CMR,0,0,0,0,0
1783,1964,TUR,0,2,3,1,6
1784,1964,CHI,0,0,0,0,0
1785,1964,MEX,0,0,0,1,1
1786,1964,USA,0,36,26,28,90
1787,1964,URS,0,30,31,35,96
1788,1964,NCA,0,0,0,0,0
1789,1964,HUN,0,10,7,5,22
1790,1964,NGR,0,0,0,1,1
1791,1964,ALG,0,0,0,0,0
1792,1964,KUW,0,0,0,0,0
1793,1964,BRN,0,0,0,0,0
1794,1964,PAK,0,0,1,0,1
1795,1964,IRQ,0,0,0,0,0
1796,1964,LBN,0,0,0,0,0
1797,1964,QAT,0,0,0,0,0
1798,1964,MAS,0,0,0,0,0
1799,1964,GER,0,0,0,0,0
1800,1964,CAN,0,1,2,1,4
1801,1964,IRL,0,0,0,1,1
1802,1964,AUS,0,6,2,10,18
1803,1964,RSA,0,0,0,0,0
1804,1964,ERI,0,0,0,0,0
1805,1964,TAN,0,0,0,0,0
1806,1964,JOR,0,0,0,0,0
1807,1964,TUN,0,0,1,1,2
1808,1964,LBA,0,0,0,0,0
1809,1964,BEL,0,2,0,1,3
1810,1964,DJI,0,0,0,0,0
1811,1964,PLE,0,0,0,0,0
1812,1964,COM,0,0,0,0,0
1813,1964,KAZ,0,0,0,0,0
1814,1964,BRU,0,0,0,0,0
1815,1964,IND,0,1,0,0,1
1816,1964,KSA,0,0,0,0,0
1817,1964,SYR,0,0,0,0,0
1818,1964,MDV,0,0,0,0,0
1819,1964,ETH,0,1,0,0,1
1820,1964,UAE,0,0,0,0,0
1821,1964,YAR,0,0,0,0,0
1822,1964,INA,0,0,0,0,0
1823,1964,PHI,0,0,1,0,1
1824,1964,SGP,0,0,0,0,0
1825,1964,UZB,0,0,0,0,0
1826,1964,KGZ,0,0,0,0,0
1827,1964,TJK,0,0,0,0,0
1828,1964,EUN,0,0,0,0,0
1829,1964,JPN,1,16,5,8,29
1830,1964,CGO,0,0,0,0,0
1831,1964,SUI,0,1,2,1,4
1832,1964,BRA,0,0,0,1,1
1833,1964,GDR,0,0,0,0,0
1834,1964,MGL,0,0,0,0,0
1835,1964,ISR,0,0,0,0,0
1836,1964,URU,0,0,0,1,1
1837,1964,SWE,0,2,2,4,8
1838,1964,SRI,0,0,0,0,0
1839,1964,ARM,0,0,0,0,0
1840,1964,CIV,0,0,0,0,0
1841,1964,KEN,0,0,0,1,1
1842,1964,BEN,0,0,0,0,0
1843,1964,GBR,0,4,12,2,18
1844,1964,GHA,0,0,0,1,1
1845,1964,SOM,0,0,0,0,0
1846,1964,MLI,0,0,0,0,0
1847,1964,AFG,0,0,0,0,0
1848,1964,POL,0,7,6,10,23
1849,1964,CRC,0,0,0,0,0
1850,1964,PAN,0,0,0,0,0
1851,1964,GEO,0,0,0,0,0
1852,1964,SLO,0,0,0,0,0
1853,1964,GUY,0,0,0,0,0
1854,1964,NZL,0,3,0,2,5
1855,1964,POR,0,0,0,0,0
1856,1964,PAR,0,0,0,0,0
1857,1964,ANG,0,0,0,0,0
1858,1964,VEN,0,0,0,0,0
1859,1964,COL,0,0,0,0,0
1860,1964,FRG,0,0,0,0,0
1861,1964,BAN,0,0,0,0,0
1862,1964,PER,0,0,0,0,0
1863,1964,ESA,0,0,0,0,0
1864,1964,PUR,0,0,0,0,0
1865,1964,UGA,0,0,0,0,0
1866,1964,HON,0,0,0,0,0
1867,1964,ECU,0,0,0,0,0
1868,1964,TKM,0,0,0,0,0
1869,1964,MRI,0,0,0,0,0
1870,1964,SEY,0,0,0,0,0
1871,1964,CZE,0,0,0,0,0
1872,1964,LUX,0,0,0,0,0
1873,1964,MTN,0,0,0,0,0
1874,1964,SKN,0,0,0,0,0
1875,1964,TTO,0,0,1,2,3
1876,1964,DOM,0,0,0,0,0
1877,1964,VIN,0,0,0,0,0
1878,1964,JAM,0,0,0,0,0
1879,1964,LBR,0,0,0,0,0
1880,1964,SUR,0,0,0,0,0
1881,1964,NEP,0,0,0,0,0
1882,1964,AUT,0,0,0,0,0
1883,1964,PLW,0,0,0,0,0
1884,1964,LTU,0,0,0,0,0
1885,1964,TOG,0,0,0,0,0
1886,1964,NAM,0,0,0,0,0
1887,1964,AHO,0,0,0,0,0
1888,1964,UKR,0,0,0,0,0
1889,1964,ISL,0,0,0,0,0
1890,1964,ASA,0,0,0,0,0
1891,1964,SAM,0,0,0,0,0
1892,1964,RWA,0,0,0,0,0
1893,1964,CRO,0,0,0,0,0
1894,1964,DMA,0,0,0,0,0
1895,1964,HAI,0,0,0,0,0
1896,1964,MLT,0,0,0,0,0
1897,1964,CYP,0,0,0,0,0
1898,1964,BIZ,0,0,0,0,0
1899,1964,YMD,0,0,0,0,0
1900,1964,THA,0,0,0,0,0
1901,1964,BER,0,0,0,0,0
1902,1964,ANZ,0,0,0,0,0
1903,1964,SCG,0,0,0,0,0
1904,1964,SLE,0,0,0,0,0
1905,1964,PNG,0,0,0,0,0
1906,1964,YEM,0,0,0,0,0
1907,1964,TLS,0,0,0,0,0
1908,1964,OMA,0,0,0,0,0
1909,1964,FIJ,0,0,0,0,0
1910,1964,VAN,0,0,0,0,0
1911,1964,MDA,0,0,0,0,0
1912,1964,BAH,0,1,0,0,1
1913,1964,GUA,0,0,0,0,0
1914,1964,YUG,0,2,1,2,5
1915,1964,LAT,0,0,0,0,0
1916,1964,SRB,0,0,0,0,0
1917,1964,IVB,0,0,0,0,0
1918,1964,MOZ,0,0,0,0,0
1919,1964,ISV,0,0,0,0,0
1920,1964,CAF,0,0,0,0,0
1921,1964,MAD,0,0,0,0,0
1922,1964,BIH,0,0,0,0,0
1923,1964,GUM,0,0,0,0,0
1924,1964,CAY,0,0,0,0,0
1925,1964,SVK,0,0,0,0,0
1926,1964,BAR,0,0,0,0,0
1927,1964,GBS,0,0,0,0,0
1928,1964,COD,0,0,0,0,0
1929,1964,GAB,0,0,0,0,0
1930,1964,SMR,0,0,0,0,0
1931,1964,LAO,0,0,0,0,0
1932,1964,BOT,0,0,0,0,0
1933,1964,ROT,0,0,0,0,0
1934,1964,KOR,0,0,2,1,3
1935,1964,CAM,0,0,0,0,0
1936,1964,PRK,0,0,0,0,0
1937,1964,SOL,0,0,0,0,0
1938,1964,SEN,0,0,0,0,0
1939,1964,CPV,0,0,0,0,0
1940,1964,GEQ,0,0,0,0,0
1941,1964,BOL,0,0,0,0,0
1942,1964,SAA,0,0,0,0,0
1943,1964,ANT,0,0,0,0,0
1944,1964,AND,0,0,0,0,0
1945,1964,ZIM,0,0,0,0,0
1946,1964,GRN,0,0,0,0,0
1947,1964,HKG,0,0,0,0,0
1948,1964,LCA,0,0,0,0,0
1949,1964,FSM,0,0,0,0,0
1950,1964,MYA,0,0,0,0,0
1951,1964,MAW,0,0,0,0,0
1952,1964,ZAM,0,0,0,0,0
1953,1964,TPE,0,0,0,0,0
1954,1964,STP,0,0,0,0,0
1955,1964,MKD,0,0,0,0,0
1956,1964,BOH,0,0,0,0,0
1957,1964,LIE,0,0,0,0,0
1958,1964,MNE,0,0,0,0,0
1959,1964,GAM,0,0,0,0,0
1960,1964,ALB,0,0,0,0,0
1961,1964,WIF,0,0,0,0,0
1962,1964,SWZ,0,0,0,0,0
1963,1964,NBO,0,0,0,0,0
1964,1964,BDI,0,0,0,0,0
1965,1964,ARU,0,0,0,0,0
1966,1964,NRU,0,0,0,0,0
1967,1964,VIE,0,0,0,0,0
1968,1964,BHU,0,0,0,0,0
1969,1964,MHL,0,0,0,0,0
1970,1964,KIR,0,0,0,0,0
1971,1964,UNK,0,0,0,0,0
1972,1964,TUV,0,0,0,0,0
1973,1964,TGA,0,0,0,0,0
1974,1964,NFL,0,0,0,0,0
1975,1964,KOS,0,0,0,0,0
1976,1964,SSD,0,0,0,0,0
1977,1964,LES,0,0,0,0,0
1978,1964,EOR,0,0,0,0,0
1979,1964,AIN,0,0,0,0,0
1980,1968,CHN,0,0,0,0,0
1981,1968,DEN,0,1,4,3,8
1982,1968,NED,0,3,3,1,7
1983,1968,FIN,0,1,2,1,4
1984,1968,NOR,0,1,1,0,2
1985,1968,ROU,0,4,6,5,15
1986,1968,EST,0,0,0,0,0
1987,1968,FRA,0,7,3,5,15
1988,1968,MAR,0,0,0,0,0
1989,1968,ESP,0,0,0,0,0
1990,1968,EGY,0,0,0,0,0
1991,1968,IRI,0,2,1,2,5
1992,1968,BUL,0,2,4,3,9
1993,1968,ITA,0,3,4,9,16
1994,1968,CHA,0,0,0,0,0
1995,1968,AZE,0,0,0,0,0
1996,1968,SUD,0,0,0,0,0
1997,1968,RUS,0,0,0,0,0
1998,1968,ARG,0,0,0,2,2
1999,1968,CUB,0,0,4,0,4
2000,1968,BLR,0,0,0,0,0
2001,1968,GRE,0,0,0,1,1
2002,1968,CMR,0,0,1,0,1
2003,1968,TUR,0,2,0,0,2
2004,1968,CHI,0,0,0,0,0
2005,1968,MEX,1,3,3,3,9
2006,1968,USA,0,45,28,34,107
2007,1968,URS,0,29,32,30,91
2008,1968,NCA,0,0,0,0,0
2009,1968,HUN,0,10,10,12,32
2010,1968,NGR,0,0,0,0,0
2011,1968,ALG,0,0,0,0,0
2012,1968,KUW,0,0,0,0,0
2013,1968,BRN,0,0,0,0,0
2014,1968,PAK,0,1,0,0,1
2015,1968,IRQ,0,0,0,0,0
2016,1968,LBN,0,0,0,0,0
2017,1968,QAT,0,0,0,0,0
2018,1968,MAS,0,0,0,0,0
2019,1968,GER,0,0,0,0,0
2020,1968,CAN,0,1,3,1,5
2021,1968,IRL,0,0,0,0,0
2022,1968,AUS,0,5,7,5,17
2023,1968,RSA,0,0,0,0,0
2024,1968,ERI,0,0,0,0,0
2025,1968,TAN,0,0,0,0,0
2026,1968,JOR,0,0,0,0,0
2027,1968,TUN,0,1,0,1,2
2028,1968,LBA,0,0,0,0,0
2029,1968,BEL,0,0,1,1,2
2030,1968,DJI,0,0,0,0,0
2031,1968,PLE,0,0,0,0,0
2032,1968,COM,0,0,0,0,0
2033,1968,KAZ,0,0,0,0,0
2034,1968,BRU,0,0,0,0,0
2035,1968,IND,0,0,0,1,1
2036,1968,KSA,0,0,0,0,0
2037,1968,SYR,0,0,0,0,0
2038,1968,MDV,0,0,0,0,0
2039,1968,ETH,0,1,1,0,2
2040,1968,UAE,0,0,0,0,0
2041,1968,YAR,0,0,0,0,0
2042,1968,INA,0,0,0,0,0
2043,1968,PHI,0,0,0,0,0
2044,1968,SGP,0,0,0,0,0
2045,1968,UZB,0,0,0,0,0
2046,1968,KGZ,0,0,0,0,0
2047,1968,TJK,0,0,0,0,0
2048,1968,EUN,0,0,0,0,0
2049,1968,JPN,0,11,7,7,25
2050,1968,CGO,0,0,0,0,0
2051,1968,SUI,0,0,1,4,5
2052,1968,BRA,0,0,1,2,3
2053,1968,GDR,0,9,9,7,25
2054,1968,MGL,0,0,1,3,4
2055,1968,ISR,0,0,0,0,0
2056,1968,URU,0,0,0,0,0
2057,1968,SWE,0,2,1,1,4
2058,1968,SRI,0,0,0,0,0
2059,1968,ARM,0,0,0,0,0
2060,1968,CIV,0,0,0,0,0
2061,1968,KEN,0,3,4,2,9
2062,1968,BEN,0,0,0,0,0
2063,1968,GBR,0,5,5,3,13
2064,1968,GHA,0,0,0,0,0
2065,1968,SOM,0,0,0,0,0
2066,1968,MLI,0,0,0,0,0
2067,1968,AFG,0,0,0,0,0
2068,1968,POL,0,5,2,11,18
2069,1968,CRC,0,0,0,0,0
2070,1968,PAN,0,0,0,0,0
2071,1968,GEO,0,0,0,0,0
2072,1968,SLO,0,0,0,0,0
2073,1968,GUY,0,0,0,0,0
2074,1968,NZL,0,1,0,2,3
2075,1968,POR,0,0,0,0,0
2076,1968,PAR,0,0,0,0,0
2077,1968,ANG,0,0,0,0,0
2078,1968,VEN,0,1,0,0,1
2079,1968,COL,0,0,0,0,0
2080,1968,FRG,0,5,11,10,26
2081,1968,BAN,0,0,0,0,0
2082,1968,PER,0,0,0,0,0
2083,1968,ESA,0,0,0,0,0
2084,1968,PUR,0,0,0,0,0
2085,1968,UGA,0,0,1,1,2
2086,1968,HON,0,0,0,0,0
2087,1968,ECU,0,0,0,0,0
2088,1968,TKM,0,0,0,0,0
2089,1968,MRI,0,0,0,0,0
2090,1968,SEY,0,0,0,0,0
2091,1968,CZE,0,0,0,0,0
2092,1968,LUX,0,0,0,0,0
2093,1968,MTN,0,0,0,0,0
2094,1968,SKN,0,0,0,0,0
2095,1968,TTO,0,0,0,0,0
2096,1968,DOM,0,0,0,0,0
2097,1968,VIN,0,0,0,0,0
2098,1968,JAM,0,0,1,0,1
2099,1968,LBR,0,0,0,0,0
2100,1968,SUR,0,0,0,0,0
2101,1968,NEP,0,0,0,0,0
2102,1968,AUT,0,0,2,2,4
2103,1968,PLW,0,0,0,0,0
2104,1968,LTU,0,0,0,0,0
2105,1968,TOG,0,0,0,0,0
2106,1968,NAM,0,0,0,0,0
2107,1968,AHO,0,0,0,0,0
2108,1968,UKR,0,0,0,0,0
2109,1968,ISL,0,0,0,0,0
2110,1968,ASA,0,0,0,0,0
2111,1968,SAM,0,0,0,0,0
2112,1968,RWA,0,0,0,0,0
2113,1968,CRO,0,0,0,0,0
2114,1968,DMA,0,0,0,0,0
2115,1968,HAI,0,0,0,0,0
2116,1968,MLT,0,0,0,0,0
2117,1968,CYP,0,0,0,0,0
2118,1968,BIZ,0,0,0,0,0
2119,1968,YMD,0,0,0,0,0
2120,1968,THA,0,0,0,0,0
2121,1968,BER,0,0,0,0,0
2122,1968,ANZ,0,0,0,0,0
2123,1968,SCG,0,0,0,0,0
2124,1968,SLE,0,0,0,0,0
2125,1968,PNG,0,0,0,0,0
2126,1968,YEM,0,0,0,0,0
2127,1968,TLS,0,0,0,0,0
2128,1968,OMA,0,0,0,0,0
2129,1968,FIJ,0,0,0,0,0
2130,1968,VAN,0,0,0,0,0
2131,1968,MDA,0,0,0,0,0
2132,1968,BAH,0,0,0,0,0
2133,1968,GUA,0,0,0,0,0
2134,1968,YUG,0,3,3,2,8
2135,1968,LAT,0,0,0,0,0
2136,1968,SRB,0,0,0,0,0
2137,1968,IVB,0,0,0,0,0
2138,1968,MOZ,0,0,0,0,0
2139,1968,ISV,0,0,0,0,0
2140,1968,CAF,0,0,0,0,0
2141,1968,MAD,0,0,0,0,0
2142,1968,BIH,0,0,0,0,0
2143,1968,GUM,0,0,0,0,0
2144,1968,CAY,0,0,0,0,0
2145,1968,SVK,0,0,0,0,0
2146,1968,BAR,0,0,0,0,0
2147,1968,GBS,0,0,0,0,0
2148,1968,COD,0,0,0,0,0
